index	loc	a	A	b	B	h	H	u	U
7083	CN_S010383M89310	5	108	0	0	16	96	9	0
7084	CN_S010383M209895	2	114	0	0	8	108	0	2
7085	CN_S010383M304846	2	114	0	0	3	107	8	0
7086	CN_S010383M308421	0	92	0	0	0	83	0	59
7087	CN_S010385M63454	0	125	0	0	0	100	0	9
7088	CN_S010385M142385	0	118	0	0	0	69	47	0
7089	CN_S010421M30428	0	107	0	0	0	101	0	26
7090	CN_S010421M286345	12	100	0	0	11	94	0	17
7091	CN_S010421M295045	2	114	0	0	9	104	5	0
7092	CN_S010421M383628	5	106	0	0	0	115	8	0
7093	CN_S010421M383703	0	92	0	0	0	84	58	0
7094	CN_S010434M30462	0	104	0	0	0	80	0	50
7095	CN_S010460M550	0	91	0	0	0	94	0	49
7096	CN_S010460M638	0	110	0	0	0	105	0	19
7097	CN_S010460M69083	0	105	0	0	0	115	0	14
7098	CN_S010460M95766	0	99	0	0	0	103	0	32
7099	CN_S010463M80063	0	116	0	0	0	98	0	20
7100	CN_S010481M146871	0	112	0	0	0	107	0	15
7101	CN_S010481M157304	23	85	0	0	27	79	0	20
7102	CN_S010481M157413	7	103	0	0	6	107	0	11
7103	CN_S010481M250717	0	108	0	0	0	104	22	0
7104	CN_S010481M443284	14	95	0	0	18	93	0	14
7105	CN_S010481M509687	29	80	0	0	26	85	0	14
7106	CN_S010481M524765	3	109	0	0	12	101	0	9
7107	CN_S010481M526286	19	100	0	0	19	87	0	9
7108	CN_S010481M526295	16	103	0	0	19	87	9	0
7109	CN_S010481M526338	5	107	0	0	5	109	0	8
7110	CN_S010481M531607	0	105	0	0	0	101	0	28
7111	CN_S010481M531641	0	101	0	0	0	102	0	31
7112	CN_S010485M13686	0	104	0	0	0	111	0	19
7113	CN_S010491M32855	0	107	0	0	0	105	0	22
7114	CN_S010511M352003	0	114	0	0	0	103	0	17
7115	CN_S010511M372453	0	111	0	0	0	106	17	0
7116	CN_S010511M378380	0	117	0	0	0	96	0	21
7117	CN_S010520M289546	0	95	0	0	0	93	0	46
7118	CN_S010523M67164	0	114	0	0	0	103	0	17
7119	CN_S010523M274829	0	114	0	0	0	76	0	44
7120	CN_S010533M22157	0	105	0	0	0	102	0	27
7121	CN_S010533M22243	5	101	0	0	3	112	13	0
7122	CN_S010533M60177	0	105	0	0	0	103	26	0
7123	CN_S010568M28670	0	97	0	0	0	85	52	0
7124	CN_S010568M34361	10	98	0	0	7	96	0	23
7125	CN_S010568M112660	12	104	0	0	17	88	0	13
7126	CN_S010568M135492	10	106	0	0	4	107	0	7
7127	CN_S010568M168499	0	123	0	0	0	81	0	30
7128	CN_S010577M194335	0	118	0	0	0	78	0	38
7129	CN_S010577M196089	0	104	0	0	0	87	0	43
7130	CN_S010577M396845	0	95	0	0	0	72	0	67
7131	CN_S010582M102431	0	110	0	0	0	106	0	18
7132	CN_S010590M167755	0	112	0	0	0	98	0	24
7133	CN_S010618M14235	0	84	0	0	0	93	57	0
7134	CN_S010619M61173	0	120	0	0	0	95	0	19
7135	CN_S010621M37616	0	108	0	0	0	66	0	60
7136	CN_S010621M106803	0	127	0	0	0	94	0	13
7137	CN_S010621M301231	0	107	0	0	0	79	0	48
7138	CN_S010621M332816	0	102	0	0	0	72	0	60
7139	CN_S010645M219209	0	128	0	0	0	83	0	23
7140	CN_S010645M229003	0	101	0	0	0	72	0	61
7141	CN_S010645M286179	0	129	0	0	0	88	0	17
7142	CN_S010676M85813	0	89	0	0	0	101	0	44
7143	CN_S010676M85841	0	93	0	0	0	100	0	41
7144	CN_S010676M100216	7	103	0	0	11	94	19	0
7145	CN_S010676M100316	0	98	0	0	0	96	0	40
7146	CN_S010681M65860	0	117	0	0	0	88	0	29
7147	CN_S010691M125883	0	120	0	0	0	102	0	12
7148	CN_S010691M161828	23	100	0	0	26	75	0	10
7149	CN_S010691M161967	3	121	0	0	7	97	0	6
7150	CN_S010691M165503	15	109	0	0	16	83	0	11
7151	CN_S010691M165531	19	105	0	0	16	83	0	11
7152	CN_S010691M171591	21	105	0	0	14	82	0	12
7153	CN_S010691M172353	6	117	0	0	14	79	18	0
7154	CN_S010691M172416	13	104	0	0	10	81	26	0
7155	CN_S010691M255971	0	101	0	0	0	83	0	50
7156	CN_S010694M11553	0	110	0	0	0	101	23	0
7157	CN_S010694M11808	21	87	0	0	15	87	0	24
7158	CN_S010694M11873	5	113	0	0	12	96	0	8
7159	CN_S010694M36442	7	107	0	0	8	105	0	7
7160	CN_S010694M36748	33	80	0	0	30	83	0	8
7161	CN_S010694M75054	7	105	0	0	7	107	1	7
7162	CN_S010694M132338	2	108	0	0	3	110	1	10
7163	CN_S010694M184753	0	93	0	0	0	100	0	41
7164	CN_S010698M48883	0	110	0	0	0	109	0	15
7165	CN_S010705M49565	0	130	0	0	0	83	0	21
7166	CN_S010705M50755	3	131	0	0	3	96	0	1
7167	CN_S010705M76614	3	131	0	0	12	87	0	1
7168	CN_S010705M81147	3	131	0	0	4	94	0	2
7169	CN_S010705M84981	38	95	0	0	26	66	0	9
7170	CN_S010705M146722	21	113	0	0	18	74	0	8
7171	CN_S010705M147447	5	127	0	0	1	93	0	8
7172	CN_S010705M147474	10	122	0	0	1	93	0	8
7173	CN_S010705M196619	2	131	0	0	5	89	0	7
7174	CN_S010705M256831	12	123	0	0	16	78	0	5
7175	CN_S010705M335433	9	126	0	0	7	88	0	4
7176	CN_S010705M361520	40	93	0	0	20	75	0	6
7177	CN_S010705M673325	5	130	0	0	8	85	0	6
7178	CN_S010705M693188	0	135	0	0	0	74	25	0
7179	CN_S010707M174906	0	125	0	0	0	87	0	22
7180	CN_S010707M274573	3	125	0	0	1	101	0	4
7181	CN_S010707M308253	11	118	0	0	10	93	0	2
7182	CN_S010707M313423	19	108	0	0	17	85	0	5
7183	CN_S010707M313435	10	117	0	0	17	85	0	5
7184	CN_S010707M378722	4	125	0	0	5	97	0	3
7185	CN_S010707M379842	13	117	0	0	10	89	0	5
7186	CN_S010707M386464	0	127	0	0	0	95	0	12
7187	CN_S010708M167409	0	163	0	0	0	64	0	7
7188	CN_S010708M177085	10	160	0	0	9	51	1	3
7189	CN_S010708M200853	5	165	0	0	6	53	2	3
7190	CN_S010708M227703	21	147	0	0	4	56	1	5
7191	CN_S010708M279030	12	158	0	0	8	49	0	7
7192	CN_S010708M303298	0	166	0	0	0	63	5	0
7193	CN_S010708M303370	21	146	0	0	13	52	0	2
7194	CN_S010708M322644	10	157	0	0	9	54	1	3
7195	CN_S010708M333619	10	161	0	0	11	50	1	1
7196	CN_S010708M333753	3	166	0	0	3	59	0	3
7197	CN_S010708M523515	38	134	0	0	15	39	0	8
7198	CN_S010708M534013	11	163	0	0	6	51	0	3
7199	CN_S010708M626884	32	138	0	0	13	46	0	5
7200	CN_S010708M693458	4	164	0	0	0	62	4	0
7201	CN_S010708M700311	24	148	0	0	14	44	0	4
7202	CN_S010708M733945	14	156	0	0	10	47	1	6
7203	CN_S010708M734033	5	166	0	0	4	54	1	4
7204	CN_S010708M806045	13	158	0	0	8	50	0	5
7205	CN_S010708M839012	31	140	0	0	14	42	0	7
7206	CN_S010708M839074	6	167	0	0	2	52	0	7
7207	CN_S010708M863205	23	148	0	0	6	45	12	0
7208	CN_S010708M897011	6	170	0	0	4	45	0	9
7209	CN_S010708M937449	28	141	0	0	8	43	0	14
7210	CN_S010708M974284	17	151	0	0	8	41	0	17
7211	CN_S010708M978952	0	163	0	0	0	58	0	13
7212	CN_S010712M21698	0	126	0	0	0	86	0	22
7213	CN_S010712M32776	12	104	0	0	7	96	15	0
7214	CN_S010712M32800	4	109	0	0	8	103	0	10
7215	CN_S010712M44947	7	111	0	0	16	98	0	2
7216	CN_S010712M99369	15	99	0	0	11	106	1	2
7217	CN_S010712M109330	11	105	0	0	9	102	1	6
7218	CN_S010712M118776	0	115	0	0	0	102	0	17
7219	CN_S010713M61238	0	124	0	0	0	83	0	27
7220	CN_S010836M68975	0	116	0	0	0	97	0	21
7221	CN_S010836M145385	13	107	0	0	15	79	20	0
7222	CN_S010836M150698	19	97	0	0	10	87	0	21
7223	CN_S010836M157513	10	110	0	0	7	97	10	0
7224	CN_S010836M244890	5	113	0	0	5	106	1	4
7225	CN_S010836M247487	13	104	0	0	12	94	1	10
7226	CN_S010836M259000	22	97	0	0	26	76	13	0
7227	CN_S010836M385237	9	106	0	0	8	95	0	16
7228	CN_S010836M471181	13	83	0	0	32	98	8	0
7229	CN_S010836M499521	7	104	0	0	8	101	0	14
7230	CN_S010836M640566	18	93	0	0	24	82	0	17
7231	CN_S010836M641391	6	113	0	0	8	87	0	20
7232	CN_S010836M835645	0	106	0	0	0	68	0	60
7233	CN_S010837M59513	0	110	0	0	0	82	0	42
7234	CN_S010848M66724	0	114	0	0	0	79	41	0
7235	CN_S010848M142212	14	96	0	0	8	97	0	19
7236	CN_S010848M154495	13	95	0	0	8	108	0	10
7237	CN_S010848M154497	3	107	0	0	8	107	0	9
7238	CN_S010848M297786	15	94	0	0	15	99	0	11
7239	CN_S010848M304524	3	105	0	0	9	109	0	8
7240	CN_S010848M311524	12	101	0	0	15	100	6	0
7241	CN_S010848M333586	1	113	0	0	6	108	0	6
7242	CN_S010848M336417	0	94	0	0	0	104	36	0
7243	CN_S010878M115310	0	103	0	0	0	101	0	30
7244	CN_S010918M49013	0	144	0	0	0	76	0	14
7245	CN_S010925M118190	0	102	0	0	0	101	0	31
7246	CN_S010932M2602	0	129	0	0	0	87	0	18
7247	CN_S010932M61308	10	125	0	0	11	83	0	5
7248	CN_S010932M62480	21	112	0	0	20	73	0	8
7249	CN_S010932M63908	0	131	0	0	0	83	20	0
7250	CN_S010932M63949	0	128	0	0	0	76	30	0
7251	CN_S010932M63974	0	119	0	0	0	77	0	38
7252	CN_S010936M10582	0	116	0	0	0	103	0	15
7253	CN_S010936M74079	0	124	0	0	0	100	0	10
7254	CN_S010981M38714	0	112	0	0	0	108	0	14
7255	CN_S010981M48060	0	114	0	0	0	82	38	0
7256	CN_S010987M31862	0	105	0	0	0	117	0	12
7257	CN_S010987M36727	1	115	0	0	12	97	9	0
7258	CN_S010987M59971	20	94	0	0	16	96	0	8
7259	CN_S010987M86787	8	103	0	0	7	106	0	10
7260	CN_S010987M136578	25	86	0	0	33	83	0	7
7261	CN_S010987M176730	4	106	0	0	7	112	0	5
7262	CN_S010987M255104	4	107	0	0	12	106	0	5
7263	CN_S010987M299571	11	99	0	0	6	110	0	8
7264	CN_S010987M500224	33	80	0	0	17	90	0	14
7265	CN_S010987M583877	10	110	0	0	24	81	0	9
7266	CN_S010987M583980	25	87	0	0	20	89	0	13
7267	CN_S010987M634964	7	106	0	0	5	106	0	10
7268	CN_S010987M859505	15	96	0	0	18	93	12	0
7269	CN_S010987M867960	5	108	0	0	9	96	0	16
7270	CN_S010987M976221	22	89	0	0	14	90	19	0
7271	CN_S010987M981638	2	111	0	0	2	111	8	0
7272	CN_S010987M981773	0	109	0	0	0	109	0	16
7273	CN_S011061M25954	0	92	0	0	0	92	0	50
7274	CN_S011061M42857	0	86	0	0	0	86	0	62
7275	CN_S011061M80937	0	104	0	0	0	82	0	48
7276	CN_S011091M153235	0	97	0	0	0	120	0	17
7277	CN_S011124M17495	0	107	0	0	0	100	27	0
7278	CN_S011140M278353	0	107	0	0	0	103	0	24
7279	CN_S011140M356406	11	103	0	0	13	93	0	14
7280	CN_S011140M435344	4	109	0	0	2	114	5	0
7281	CN_S011140M435469	8	105	0	0	19	97	5	0
7282	CN_S011140M458343	0	113	0	0	3	113	5	0
7283	CN_S011140M468473	14	103	0	0	19	96	0	2
7284	CN_S011140M497256	19	97	0	0	25	88	0	5
7285	CN_S011140M533400	10	103	0	0	9	105	0	7
7286	CN_S011140M534625	0	105	0	0	0	102	0	27
7287	CN_S011154M26096	0	98	0	0	0	116	0	20
7288	CN_S011178M59480	0	108	0	0	0	111	0	15
7289	CN_S011210M101068	0	103	0	0	0	103	0	28
7290	CN_S011210M232023	4	111	0	0	2	94	23	0
7291	CN_S011210M273213	13	120	0	0	48	34	19	0
7292	CN_S011210M311840	16	99	0	0	4	88	0	27
7293	CN_S011210M312541	0	115	0	0	0	104	0	15
7294	CN_S011210M312562	0	113	0	0	0	105	0	16
7295	CN_S011215M73645	0	85	0	0	0	80	0	69
7296	CN_S011215M73679	2	107	0	0	8	102	0	15
7297	CN_S011215M152183	7	98	0	0	10	114	0	5
7298	CN_S011215M168863	6	103	0	0	12	104	0	9
7299	CN_S011215M168881	7	101	0	0	12	105	0	9
7300	CN_S011215M224261	7	99	0	0	9	110	0	9
7301	CN_S011215M265686	0	100	0	0	0	116	0	18
7302	CN_S011223M1793	0	101	0	0	0	87	0	46
7303	CN_S011223M91225	5	110	0	0	6	101	0	12
7304	CN_S011223M91292	12	107	0	0	7	101	0	7
7305	CN_S011223M307092	22	97	0	0	21	85	0	9
7306	CN_S011223M435710	11	109	0	0	5	105	0	4
7307	CN_S011223M435823	6	113	0	0	15	92	8	0
7308	CN_S011223M715795	0	113	0	0	0	99	0	22
7309	CN_S011226M178099	0	113	0	0	0	111	0	10
7310	CN_S011226M212845	8	107	0	0	8	103	8	0
7311	CN_S011226M240511	11	97	0	0	5	94	0	27
7312	CN_S011226M474071	0	104	0	0	0	85	0	45
7313	CN_S011228M13872	0	100	0	0	0	88	0	46
7314	CN_S011235M19736	0	110	0	0	0	69	55	0
7315	CN_S011258M26948	0	128	0	0	0	92	0	14
7316	CN_S011258M43286	0	129	0	0	0	75	30	0
7317	CN_S011258M184642	11	124	0	0	5	86	0	8
7318	CN_S011258M184643	7	129	0	0	5	85	0	8
7319	CN_S011258M260395	25	107	0	0	20	73	0	9
7320	CN_S011258M290098	9	117	0	0	4	88	0	16
7321	CN_S011258M290152	4	121	0	0	4	88	0	17
7322	CN_S011258M302727	0	101	0	0	0	77	0	56
7323	CN_S011266M31902	0	91	0	0	0	86	0	57
7324	CN_S011300M9538	0	128	0	0	0	95	0	11
7325	CN_S011300M10323	0	103	0	0	0	80	51	0
7326	CN_S011326M165284	0	86	0	0	0	101	0	47
7327	CN_S011326M209232	0	105	0	0	0	114	0	15
7328	CN_S011369M280798	0	115	0	0	0	94	0	25
7329	CN_S011375M19538	0	86	0	0	0	118	0	30
7330	CN_S011375M102353	0	87	0	0	0	122	0	25
7331	CN_S011375M204090	0	94	0	0	0	118	0	22
7332	CN_S011375M228372	0	80	0	0	0	111	0	43
7333	CN_S011432M15499	0	120	0	0	0	71	0	43
7334	CN_S011432M125190	19	115	0	0	6	74	0	20
7335	CN_S011432M314068	8	128	0	0	6	87	5	0
7336	CN_S011432M539025	0	133	0	0	0	82	0	19
7337	CN_S011444M91747	0	113	0	0	0	105	0	16
7338	CN_S011444M93297	2	115	0	0	5	104	8	0
7339	CN_S011444M96459	15	107	0	0	38	69	0	5
7340	CN_S011444M107391	8	109	0	0	8	103	6	0
7341	CN_S011444M130571	0	113	0	0	0	115	0	6
7342	CN_S011445M88466	0	95	0	0	0	87	0	52
7343	CN_S011451M179633	0	87	0	0	0	77	0	70
7344	CN_S011451M179733	0	113	0	0	0	105	0	16
7345	CN_S011459M40104	0	112	0	0	0	85	0	37
7346	CN_S011459M84526	13	107	0	0	9	85	20	0
7347	CN_S011459M116854	12	108	0	0	6	102	0	6
7348	CN_S011459M151481	14	109	0	0	29	72	0	10
7349	CN_S011459M151581	2	121	0	0	2	100	0	9
7350	CN_S011459M157197	0	120	0	0	0	86	28	0
7351	CN_S011470M6105	0	106	0	0	0	113	0	15
7352	CN_S011470M14287	0	110	0	0	0	109	0	15
7353	CN_S011470M154880	0	111	0	0	0	111	0	12
7354	CN_S011506M32225	0	101	0	0	0	94	0	39
7355	CN_S011506M173665	10	99	0	0	7	100	0	18
7356	CN_S011506M196433	16	100	0	0	17	88	0	13
7357	CN_S011506M196471	4	112	0	0	2	111	1	4
7358	CN_S011506M235819	9	116	0	0	16	85	1	7
7359	CN_S011506M246025	21	102	0	0	21	79	0	11
7360	CN_S011506M336443	27	93	0	0	25	78	1	10
7361	CN_S011506M393441	10	107	0	0	7	101	1	8
7362	CN_S011506M406738	0	104	0	0	0	102	0	28
7363	CN_S011522M325059	0	108	0	0	0	88	0	38
7364	CN_S011522M325141	0	118	0	0	0	87	0	29
7365	CN_S011522M392309	0	121	0	0	0	84	0	29
7366	CN_S011550M134199	0	107	0	0	0	104	0	23
7367	CN_S011550M194046	11	101	0	0	3	112	1	6
7368	CN_S011550M246089	17	99	0	0	11	100	1	6
7369	CN_S011550M246191	8	110	0	0	7	105	0	4
7370	CN_S011550M307530	7	107	0	0	8	104	0	8
7371	CN_S011550M307533	4	109	0	0	8	105	0	8
7372	CN_S011550M309052	9	106	0	0	12	102	0	5
7373	CN_S011550M320267	21	94	0	0	32	75	0	12
7374	CN_S011550M358484	5	106	0	0	4	99	20	0
7375	CN_S011550M377935	0	92	0	0	0	78	0	64
7376	CN_S011553M2433	0	100	0	0	0	97	0	37
7377	CN_S011553M2517	0	102	0	0	0	106	0	26
7378	CN_S011553M9531	0	96	0	0	0	97	41	0
7379	CN_S011554M13889	0	132	0	0	0	80	0	22
7380	CN_S011559M47895	0	104	0	0	0	81	49	0
7381	CN_S011559M119294	0	121	0	0	0	85	0	28
7382	CN_S011559M378674	0	113	0	0	0	101	0	20
7383	CN_S011563M8084	0	105	0	0	0	107	0	22
7384	CN_S011580M17173	0	121	0	0	0	82	0	31
7385	CN_S011580M55029	6	119	0	0	9	85	15	0
7386	CN_S011580M55595	24	104	0	0	16	79	0	11
7387	CN_S011580M169326	0	115	0	0	0	93	0	26
7388	CN_S011590M14609	0	116	0	0	0	97	0	21
7389	CN_S011590M23328	2	125	0	0	7	91	0	9
7390	CN_S011590M23412	21	103	0	0	10	91	1	8
7391	CN_S011590M89392	14	113	0	0	33	65	1	8
7392	CN_S011590M143408	2	120	0	0	6	97	0	9
7393	CN_S011590M239103	17	109	0	0	9	83	16	0
7394	CN_S011590M361916	0	119	0	0	0	86	0	29
7395	CN_S011606M68823	0	100	0	0	0	98	0	36
7396	CN_S011670M268897	0	124	0	0	0	85	0	25
7397	CN_S011670M348629	0	127	0	0	0	96	11	0
7398	CN_S011670M379007	0	129	0	0	0	88	0	17
7399	CN_S011676M23496	0	112	0	0	0	80	0	42
7400	CN_S011676M32511	0	107	0	0	0	90	0	37
7401	CN_S011676M46813	0	126	0	0	0	83	0	25
7402	CN_S011732M17675	0	101	0	0	0	112	0	21
7403	CN_S011748M44267	0	119	0	0	0	94	0	21
7404	CN_S011754M26212	0	92	0	0	0	84	0	58
7405	CN_S011754M197483	2	115	0	0	1	108	8	0
7406	CN_S011754M197576	15	119	0	0	11	70	0	19
7407	CN_S011754M197583	8	126	0	0	11	70	19	0
7408	CN_S011754M202866	23	92	0	0	15	87	0	17
7409	CN_S011754M262145	1	114	0	0	4	108	0	7
7410	CN_S011754M269911	24	90	0	0	17	94	0	9
7411	CN_S011754M284436	0	116	0	0	0	106	0	12
7412	CN_S011780M79073	0	102	0	0	0	124	0	8
7413	CN_S011795M121070	0	104	0	0	0	96	0	34
7414	CN_S011808M14931	0	116	0	0	0	72	46	0
7415	CN_S011808M18910	4	127	0	0	3	93	0	7
7416	CN_S011808M24633	4	130	0	0	6	91	0	3
7417	CN_S011808M143623	8	128	0	0	8	86	4	0
7418	CN_S011808M143729	15	118	0	0	8	77	0	16
7419	CN_S011808M172793	0	120	0	0	0	82	0	32
7420	CN_S011810M44560	0	80	0	0	0	94	0	60
7421	CN_S011820M62881	0	116	0	0	0	87	0	31
7422	CN_S011820M194523	19	106	0	0	15	77	0	17
7423	CN_S011820M307523	11	113	0	0	12	92	0	6
7424	CN_S011820M479928	14	111	0	0	12	94	0	3
7425	CN_S011820M487062	7	117	0	0	5	98	0	7
7426	CN_S011820M495548	3	120	0	0	4	97	0	10
7427	CN_S011820M579686	0	108	0	0	0	75	0	51
7428	CN_S011865M139926	0	91	0	0	0	89	0	54
7429	CN_S011867M13719	0	108	0	0	0	84	0	42
7430	CN_S011867M187720	0	106	0	0	0	86	0	42
7431	CN_S011875M116277	0	112	0	0	0	91	0	31
7432	CN_S011904M48439	0	104	0	0	0	78	0	52
7433	CN_S011904M48450	0	100	0	0	0	80	0	54
7434	CN_S011928M14917	0	90	0	0	0	109	0	35
7435	CN_S011932M138990	0	120	0	0	0	101	0	13
7436	CN_S011932M180556	21	99	0	0	16	85	13	0
7437	CN_S011932M232793	18	103	0	0	15	82	0	16
7438	CN_S011932M261618	0	124	0	0	0	93	0	17
7439	CN_S011948M25563	0	130	0	0	0	90	0	14
7440	CN_S011959M43870	0	101	0	0	0	64	69	0
7441	CN_S011966M141877	0	108	0	0	0	94	0	32
7442	CN_S011996M31014	0	114	0	0	0	94	0	26
7443	CN_S011996M63795	0	111	0	0	0	94	0	29
7444	CN_S011996M66891	0	111	0	0	0	104	0	19
7445	CN_S011996M88796	0	109	0	0	0	90	0	35
7446	CN_S012009M22190	0	116	0	0	0	103	15	0
7447	CN_S012009M34799	7	111	0	0	20	91	0	5
7448	CN_S012009M57075	6	111	0	0	5	112	0	0
7449	CN_S012009M57147	7	111	0	0	13	101	2	0
7450	CN_S012009M121263	3	118	0	0	4	107	0	2
7451	CN_S012009M127820	6	116	0	0	13	99	0	0
7452	CN_S012009M173608	0	109	0	0	0	116	0	9
7453	CN_S012030M46661	4	116	0	0	0	90	24	0
7454	CN_S012033M79961	0	91	0	0	0	104	0	39
7455	CN_S012033M164246	0	93	0	0	0	113	0	28
7456	CN_S012066M233843	0	98	0	0	0	84	0	52
7457	CN_S012066M262953	0	110	0	0	0	97	0	27
7458	CN_S012066M425556	0	100	0	0	0	91	0	43
7459	CN_S012066M786262	0	94	0	0	0	88	0	52
7460	CN_S012079M59057	0	127	0	0	0	85	0	22
7461	CN_S012138M34165	0	105	0	0	0	96	0	33
7462	CN_S012162M100818	0	130	0	0	0	84	0	20
7463	CN_S012162M100842	0	124	0	0	0	85	0	25
7464	CN_S012162M110903	0	111	0	0	0	71	0	52
7465	CN_S012162M115563	0	129	0	0	0	84	0	21
7466	CN_S012165M40075	0	121	0	0	0	98	0	15
7467	CN_S012165M68859	5	119	0	0	2	106	0	2
7468	CN_S012165M68879	1	125	0	0	2	104	0	2
7469	CN_S012165M96618	8	121	0	0	10	90	0	5
7470	CN_S012165M160900	15	111	0	0	9	92	1	6
7471	CN_S012165M181047	13	112	0	0	28	68	1	12
7472	CN_S012165M216425	6	117	0	0	4	93	14	0
7473	CN_S012165M358300	18	104	0	0	12	83	1	16
7474	CN_S012165M396834	19	106	0	0	19	81	1	8
7475	CN_S012165M466770	11	110	0	0	8	96	1	8
7476	CN_S012165M556310	12	111	0	0	19	82	1	9
7477	CN_S012165M591593	3	122	0	0	2	97	0	10
7478	CN_S012165M593762	0	116	0	0	0	70	0	48
7479	CN_S012184M122851	0	110	0	0	0	94	0	30
7480	CN_S012184M159394	0	89	0	0	0	84	0	61
7481	CN_S012184M176563	0	101	0	0	0	70	63	0
7482	CN_S012187M34040	0	107	0	0	0	81	0	46
7483	CN_S012187M42301	30	93	0	0	16	73	0	22
7484	CN_S012187M166774	6	120	0	0	3	95	10	0
7485	CN_S012187M204749	12	117	0	0	9	85	0	11
7486	CN_S012187M260468	0	113	0	0	0	104	0	17
7487	CN_S012226M6631	0	105	0	0	0	117	0	12
7488	CN_S012226M55557	0	98	0	0	0	82	0	54
7489	CN_S012226M77060	0	106	0	0	0	110	0	18
7490	CN_S012248M121552	0	98	0	0	0	83	0	53
7491	CN_S012248M121653	0	111	0	0	0	83	40	0
7492	CN_S012248M250591	0	120	0	0	0	103	0	11
7493	CN_S012260M113199	0	95	0	0	0	87	0	52
7494	CN_S012260M124882	10	107	0	0	8	99	0	10
7495	CN_S012260M178666	7	116	0	0	16	90	0	5
7496	CN_S012260M215068	20	97	0	0	19	90	0	8
7497	CN_S012260M215165	17	98	0	0	18	95	0	6
7498	CN_S012260M231338	2	114	0	0	5	107	0	6
7499	CN_S012260M236952	0	108	0	0	0	96	30	0
7500	CN_S012268M70879	0	121	0	0	0	99	0	14
7501	CN_S012272M18948	0	113	0	0	0	92	0	29
7502	CN_S012281M119294	0	108	0	0	0	91	0	35
7503	CN_S012281M142312	3	121	0	0	7	91	1	11
7504	CN_S012281M199309	11	109	0	0	10	97	1	6
7505	CN_S012281M199727	8	117	0	0	19	85	5	0
7506	CN_S012281M266017	1	125	0	0	5	101	0	2
7507	CN_S012281M290196	0	125	0	0	0	94	0	15
7508	CN_S012282M37484	0	102	0	0	0	93	39	0
7509	CN_S012282M41718	0	108	0	0	0	103	0	23
7510	CN_S012285M62918	0	115	0	0	0	109	0	10
7511	CN_S012285M63016	0	85	0	0	0	87	0	62
7512	CN_S012285M66974	4	110	0	0	0	94	26	0
7513	CN_S012286M178423	0	100	0	0	0	74	0	60
7514	CN_S012286M210631	0	106	0	0	0	77	51	0
7515	CN_S012294M37590	0	90	0	0	0	77	0	67
7516	CN_S012294M38957	2	126	0	0	3	95	0	8
7517	CN_S012294M158554	0	114	0	0	0	80	40	0
7518	CN_S012305M22932	0	117	0	0	0	89	0	28
7519	CN_S012355M21609	0	117	0	0	0	104	0	13
7520	CN_S012366M16910	0	143	0	0	0	71	0	20
7521	CN_S012377M72308	0	118	0	0	0	68	0	48
7522	CN_S012377M161641	0	131	0	0	0	89	0	14
7523	CN_S012377M161748	0	130	0	0	0	80	0	24
7524	CN_S012384M4013	0	102	0	0	0	84	0	48
7525	CN_S012388M19025	0	101	0	0	0	97	0	36
7526	CN_S012388M126291	0	90	0	0	0	91	0	53
7527	CN_S012388M153932	0	109	0	0	0	104	0	21
7528	CN_S012391M41373	0	107	0	0	0	103	0	24
7529	CN_S012397M248061	0	126	0	0	0	102	0	6
7530	CN_S012420M174814	0	101	0	0	0	111	0	22
7531	CN_S012424M37210	0	116	0	0	0	99	0	19
7532	CN_S012433M27127	0	102	0	0	0	114	0	18
7533	CN_S012446M125327	0	85	0	0	0	128	0	21
7534	CN_S012446M200084	0	94	0	0	0	128	0	12
7535	CN_S012451M35868	0	96	0	0	0	89	0	49
7536	CN_S012451M35984	0	125	0	0	0	97	0	12
7537	CN_S012460M13365	0	96	0	0	0	82	0	56
7538	CN_S012485M77308	0	99	0	0	0	86	0	49
7539	CN_S012485M100341	4	115	0	0	2	98	0	15
7540	CN_S012485M112725	23	92	0	0	20	73	26	0
7541	CN_S012485M138535	0	109	0	0	0	86	0	39
7542	CN_S012489M28738	0	100	0	0	0	70	0	64
7543	CN_S012492M20818	0	129	0	0	0	88	0	17
7544	CN_S012503M81936	0	104	0	0	0	102	0	28
7545	CN_S012562M291269	0	105	0	0	0	103	0	26
7546	CN_S012562M305056	16	92	0	0	12	100	0	14
7547	CN_S012562M447325	2	111	0	0	4	116	0	1
7548	CN_S012562M450882	3	111	0	0	5	112	0	3
7549	CN_S012562M450973	24	88	0	0	32	80	0	10
7550	CN_S012562M484655	6	107	0	0	7	109	0	5
7551	CN_S012562M486828	7	109	0	0	2	113	0	3
7552	CN_S012562M546571	9	110	0	0	18	89	0	8
7553	CN_S012562M558426	0	106	0	0	0	111	0	17
7554	CN_S012614M6846	0	100	0	0	0	82	0	52
7555	CN_S012615M44193	0	117	0	0	0	96	0	21
7556	CN_S012620M105604	0	96	0	0	0	103	0	35
7557	CN_S012620M188933	20	98	0	0	17	86	1	12
7558	CN_S012620M200050	20	102	0	0	20	81	1	10
7559	CN_S012620M442912	15	102	0	0	10	90	0	17
7560	CN_S012620M452025	0	120	0	0	0	71	0	43
7561	CN_S012648M11514	0	114	0	0	0	109	0	11
7562	CN_S012657M26095	0	119	0	0	0	101	0	14
7563	CN_S012721M20328	0	92	0	0	0	84	0	58
7564	CN_S012721M53445	5	107	0	0	7	110	0	5
