index	loc	scaffold	locus	posit	target	dist	f1	f2	signif	select	parent	swap	new_signif
10412	CN_S023999M41008	CN_S023999	CN_S023999M41008	41008	CN_S023999M40942	38.5	0.164529914529915	0.0355029585798817	169	small		NA	169
10413	CN_S024041M15862	CN_S024041	CN_S024041M15862	15862	CN_S024041M73607	32	0.136752136752137	0.043010752688172	186	small		NA	186
10414	CN_S024041M73607	CN_S024041	CN_S024041M73607	73607	CN_S024041M15862	32	0.136752136752137	0.043010752688172	186	small		NA	186
10415	CN_S024046M88462	CN_S024046	CN_S024046M88462	88462	NA	NA	NA	NA	234	single		NA	234
10416	CN_S024062M17953	CN_S024062	CN_S024062M17953	17953	CN_S024062M17955	21.5	0.0918803418803419	0	191	quasi-redundent	9957	no	191
10417	CN_S024062M17955	CN_S024062	CN_S024062M17955	17955	CN_S024062M17953	21.5	0.0918803418803419	0	191	chosen	10990	no	191
10418	CN_S024166M15790	CN_S024166	CN_S024166M15790	15790	NA	NA	NA	NA	234	single		NA	234
10419	CN_S024200M26340	CN_S024200	CN_S024200M26340	26340	CN_S024200M30421	29.5	0.126068376068376	0.0466321243523316	193	small		NA	193
10420	CN_S024200M30421	CN_S024200	CN_S024200M30421	30421	CN_S024200M30475	11.5	0.0491452991452991	0	211	chosen	NA	yes	211
10421	CN_S024200M30460	CN_S024200	CN_S024200M30460	30460	CN_S024200M30421	13	0.0555555555555556	0	208	quasi-redundent	8920	yes	211
10422	CN_S024200M30475	CN_S024200	CN_S024200M30475	30475	CN_S024200M30421	11.5	0.0491452991452991	0	211	swaped	8920	yes	208
10423	CN_S024209M104618	CN_S024209	CN_S024209M104618	104618	NA	NA	NA	NA	234	single		NA	234
10424	CN_S024336M23912	CN_S024336	CN_S024336M23912	23912	NA	NA	NA	NA	234	single		NA	234
10425	CN_S024365M5595	CN_S024365	CN_S024365M5595	5595	NA	NA	NA	NA	234	single		NA	234
10426	CN_S024467M16036	CN_S024467	CN_S024467M16036	16036	NA	NA	NA	NA	234	single		NA	234
10427	CN_S024550M69755	CN_S024550	CN_S024550M69755	69755	CN_S024550M72341	41	0.175213675213675	0.025	160	small		NA	160
10428	CN_S024550M72341	CN_S024550	CN_S024550M72341	72341	CN_S024550M69755	41	0.175213675213675	0.025	160	small		NA	160
10429	CN_S024676M113483	CN_S024676	CN_S024676M113483	113483	NA	NA	NA	NA	234	single		NA	234
10430	CN_S024680M4126	CN_S024680	CN_S024680M4126	4126	CN_S024680M142680	19	0.0811965811965812	0.0242718446601942	206	small		NA	206
10431	CN_S024680M142680	CN_S024680	CN_S024680M142680	142680	CN_S024680M142686	9	0.0384615384615385	0	216	quasi-redundent	8925	no	216
10432	CN_S024680M142686	CN_S024680	CN_S024680M142686	142686	CN_S024680M142680	9	0.0384615384615385	0	216	chosen	10990	no	216
10433	CN_S024701M6293	CN_S024701	CN_S024701M6293	6293	CN_S024701M6302	6	0.0256410256410256	0	222	quasi-redundent	8927	no	222
10434	CN_S024701M6302	CN_S024701	CN_S024701M6302	6302	CN_S024701M6293	6	0.0256410256410256	0	222	chosen	10990	no	222
10435	CN_S024701M6323	CN_S024701	CN_S024701M6323	6323	CN_S024701M6293	6	0.0256410256410256	0	222	quasi-redundent	8927	no	222
10436	CN_S024701M6339	CN_S024701	CN_S024701M6339	6339	CN_S024701M6293	8	0.0341880341880342	0	218	quasi-redundent	8927	no	222
10437	CN_S024701M6361	CN_S024701	CN_S024701M6361	6361	CN_S024701M6293	10	0.0427350427350427	0	214	quasi-redundent	8927	no	221
10438	CN_S024701M11274	CN_S024701	CN_S024701M11274	11274	CN_S024701M11314	9	0.0384615384615385	0	216	quasi-redundent	8933	no	216
10439	CN_S024701M11305	CN_S024701	CN_S024701M11305	11305	CN_S024701M11274	10.5	0.0448717948717949	0	213	quasi-redundent	8933	no	216
10440	CN_S024701M11314	CN_S024701	CN_S024701M11314	11314	CN_S024701M11274	9	0.0384615384615385	0	216	chosen	10990	no	216
10441	CN_S024701M11324	CN_S024701	CN_S024701M11324	11324	CN_S024701M11274	9	0.0384615384615385	0	216	quasi-redundent	8933	no	216
10442	CN_S024762M43861	CN_S024762	CN_S024762M43861	43861	CN_S024762M46598	44.5	0.19017094017094	0.032258064516129	155	small		NA	155
10443	CN_S024762M46598	CN_S024762	CN_S024762M46598	46598	CN_S024762M43861	44.5	0.19017094017094	0.032258064516129	155	small		NA	155
10444	CN_S024866M89198	CN_S024866	CN_S024866M89198	89198	NA	NA	NA	NA	234	single		NA	234
10445	CN_S024916M52827	CN_S024916	CN_S024916M52827	52827	NA	NA	NA	NA	234	single		NA	234
10446	CN_S024953M4316	CN_S024953	CN_S024953M4316	4316	NA	NA	NA	NA	234	single		NA	234
10447	CN_S025167M44628	CN_S025167	CN_S025167M44628	44628	NA	NA	NA	NA	234	single		NA	234
10448	CN_S025459M57420	CN_S025459	CN_S025459M57420	57420	CN_S025459M114663	35	0.14957264957265	0.0444444444444444	180	small		NA	180
10449	CN_S025459M114663	CN_S025459	CN_S025459M114663	114663	CN_S025459M57420	35	0.14957264957265	0.0444444444444444	180	small		NA	180
10450	CN_S025785M24153	CN_S025785	CN_S025785M24153	24153	NA	NA	NA	NA	234	single		NA	234
10451	CN_S025880M154912	CN_S025880	CN_S025880M154912	154912	CN_S025880M158149	33	0.141025641025641	0.0172413793103448	174	small		NA	174
10452	CN_S025880M155421	CN_S025880	CN_S025880M155421	155421	CN_S025880M158149	19.5	0.0833333333333333	0.0050761421319797	197	small		NA	197
10453	CN_S025880M158149	CN_S025880	CN_S025880M158149	158149	CN_S025880M158190	15.5	0.0662393162393162	0	203	chosen	NA	yes	232
10454	CN_S025880M158190	CN_S025880	CN_S025880M158190	158190	CN_S025880M158217	12	0.0512820512820513	0	210	quasi-redundent	8937	yes	229
10455	CN_S025880M158217	CN_S025880	CN_S025880M158217	158217	CN_S025880M158190	12	0.0512820512820513	0	210	swaped	8937	yes	210
10456	CN_S025901M15481	CN_S025901	CN_S025901M15481	15481	CN_S025901M15515	9.5	0.0405982905982906	0	215	quasi-redundent	9965	no	215
10457	CN_S025901M15515	CN_S025901	CN_S025901M15515	15515	CN_S025901M15481	9.5	0.0405982905982906	0	215	chosen	10990	no	215
10458	CN_S025929M28141	CN_S025929	CN_S025929M28141	28141	CN_S025929M30040	47.5	0.202991452991453	0.0736196319018405	163	large		NA	163
10459	CN_S025929M30040	CN_S025929	CN_S025929M30040	30040	CN_S025929M30041	21	0.0897435897435897	0	192	quasi-redundent	8942	no	192
10460	CN_S025929M30041	CN_S025929	CN_S025929M30041	30041	CN_S025929M30040	21	0.0897435897435897	0	192	chosen	10990	no	192
10461	CN_S025958M6547	CN_S025958	CN_S025958M6547	6547	CN_S025958M6548	16	0.0683760683760684	0.00490196078431373	204	small		NA	204
10462	CN_S025958M6548	CN_S025958	CN_S025958M6548	6548	CN_S025958M6547	16	0.0683760683760684	0.00490196078431373	204	small		NA	204
10463	CN_S025958M11590	CN_S025958	CN_S025958M11590	11590	CN_S025958M6548	22.5	0.0961538461538462	0.0390243902439024	205	small		NA	205
10464	CN_S026023M4845	CN_S026023	CN_S026023M4845	4845	CN_S026023M4857	18.5	0.0790598290598291	0	197	quasi-redundent	9967	no	198
10465	CN_S026023M4857	CN_S026023	CN_S026023M4857	4857	CN_S026023M4845	18.5	0.0790598290598291	0	197	chosen	10990	no	198
10466	CN_S026216M143	CN_S026216	CN_S026216M143	143	NA	NA	NA	NA	234	single		NA	234
10467	CN_S026217M79715	CN_S026217	CN_S026217M79715	79715	NA	NA	NA	NA	234	single		NA	234
10468	CN_S026276M116669	CN_S026276	CN_S026276M116669	116669	CN_S026276M164364	30.5	0.13034188034188	0.0471204188481675	191	small		NA	191
10469	CN_S026276M164364	CN_S026276	CN_S026276M164364	164364	CN_S026276M164379	5	0.0213675213675214	0	224	quasi-redundent	8948	no	224
10470	CN_S026276M164379	CN_S026276	CN_S026276M164379	164379	CN_S026276M164364	5	0.0213675213675214	0	224	chosen	10990	no	224
10471	CN_S026332M15743	CN_S026332	CN_S026332M15743	15743	NA	NA	NA	NA	234	single		NA	234
10472	CN_S026449M77315	CN_S026449	CN_S026449M77315	77315	NA	NA	NA	NA	234	single		NA	234
10473	CN_S026524M39881	CN_S026524	CN_S026524M39881	39881	NA	NA	NA	NA	234	single		NA	234
10474	CN_S026625M913	CN_S026625	CN_S026625M913	913	NA	NA	NA	NA	234	single		NA	234
10475	CN_S026670M114065	CN_S026670	CN_S026670M114065	114065	CN_S026670M128780	38.5	0.164529914529915	0.0409356725146199	171	small		NA	171
10476	CN_S026670M128780	CN_S026670	CN_S026670M128780	128780	CN_S026670M128829	21	0.0897435897435897	0	192	quasi-redundent	8951	no	192
10477	CN_S026670M128829	CN_S026670	CN_S026670M128829	128829	CN_S026670M128780	21	0.0897435897435897	0	192	chosen	10990	no	192
10478	CN_S026690M15830	CN_S026690	CN_S026690M15830	15830	NA	NA	NA	NA	234	single		NA	234
10479	CN_S026712M42143	CN_S026712	CN_S026712M42143	42143	CN_S026712M42181	26	0.111111111111111	0	182	quasi-redundent	8953	no	182
10480	CN_S026712M42181	CN_S026712	CN_S026712M42181	42181	CN_S026712M42143	26	0.111111111111111	0	182	chosen	10990	no	182
10481	CN_S026712M42244	CN_S026712	CN_S026712M42244	42244	CN_S026712M42143	50.5	0.215811965811966	0.0283687943262411	141	small		NA	141
10482	CN_S026768M114427	CN_S026768	CN_S026768M114427	114427	NA	NA	NA	NA	234	single		NA	234
10483	CN_S026791M11282	CN_S026791	CN_S026791M11282	11282	CN_S026791M12001	26.5	0.113247863247863	0.0452261306532663	199	small		NA	199
10484	CN_S026791M12001	CN_S026791	CN_S026791M12001	12001	CN_S026791M11282	26.5	0.113247863247863	0.0452261306532663	199	small		NA	199
10485	CN_S026832M3141	CN_S026832	CN_S026832M3141	3141	NA	NA	NA	NA	234	single		NA	234
10486	CN_S026890M76738	CN_S026890	CN_S026890M76738	76738	CN_S026890M110072	28.5	0.121794871794872	0.0414507772020725	193	small		NA	193
10487	CN_S026890M110072	CN_S026890	CN_S026890M110072	110072	CN_S026890M76738	28.5	0.121794871794872	0.0414507772020725	193	small		NA	193
10488	CN_S027046M21183	CN_S027046	CN_S027046M21183	21183	CN_S027046M30188	30.5	0.13034188034188	0.0471204188481675	191	small		NA	191
10489	CN_S027046M30188	CN_S027046	CN_S027046M30188	30188	CN_S027046M30213	11.5	0.0491452991452991	0	211	quasi-redundent	8957	no	211
10490	CN_S027046M30213	CN_S027046	CN_S027046M30213	30213	CN_S027046M30188	11.5	0.0491452991452991	0	211	chosen	10990	no	211
10491	CN_S027075M28965	CN_S027075	CN_S027075M28965	28965	NA	NA	NA	NA	234	single		NA	234
10492	CN_S027088M10778	CN_S027088	CN_S027088M10778	10778	NA	NA	NA	NA	234	single		NA	234
10493	CN_S027272M170727	CN_S027272	CN_S027272M170727	170727	NA	NA	NA	NA	234	single		NA	234
10494	CN_S027391M20648	CN_S027391	CN_S027391M20648	20648	CN_S027391M68308	39.5	0.168803418803419	0.0467836257309941	171	small		NA	171
10495	CN_S027391M68308	CN_S027391	CN_S027391M68308	68308	CN_S027391M20648	39.5	0.168803418803419	0.0467836257309941	171	small		NA	171
10496	CN_S027391M74131	CN_S027391	CN_S027391M74131	74131	CN_S027391M68308	61.5	0.262820512820513	0.179190751445087	173	outlier		NA	173
10497	CN_S027490M53808	CN_S027490	CN_S027490M53808	53808	CN_S027490M147736	30.5	0.13034188034188	0.0220994475138122	181	small		NA	181
10498	CN_S027490M113103	CN_S027490	CN_S027490M113103	113103	CN_S027490M147736	24	0.102564102564103	0.035	200	small		NA	200
10499	CN_S027490M147736	CN_S027490	CN_S027490M147736	147736	CN_S027490M113103	24	0.102564102564103	0.035	200	small		NA	200
10500	CN_S027499M33053	CN_S027499	CN_S027499M33053	33053	NA	NA	NA	NA	234	single		NA	234
10501	CN_S027671M19510	CN_S027671	CN_S027671M19510	19510	CN_S027671M19574	46	0.196581196581197	0.038961038961039	154	small		NA	154
10502	CN_S027671M19574	CN_S027671	CN_S027671M19574	19574	CN_S027671M19510	46	0.196581196581197	0.038961038961039	154	small		NA	154
10503	CN_S027757M10386	CN_S027757	CN_S027757M10386	10386	CN_S027757M10406	26	0.111111111111111	0	182	quasi-redundent	8966	no	187
10504	CN_S027757M10406	CN_S027757	CN_S027757M10406	10406	CN_S027757M10412	23.5	0.10042735042735	0	187	quasi-redundent	8966	no	182
10505	CN_S027757M10412	CN_S027757	CN_S027757M10412	10412	CN_S027757M10406	23.5	0.10042735042735	0	187	chosen	10990	no	187
10506	CN_S027825M26705	CN_S027825	CN_S027825M26705	26705	CN_S027825M72981	34	0.145299145299145	0.0489130434782609	184	small		NA	184
10507	CN_S027825M72981	CN_S027825	CN_S027825M72981	72981	CN_S027825M26705	34	0.145299145299145	0.0489130434782609	184	small		NA	184
10508	CN_S027825M73017	CN_S027825	CN_S027825M73017	73017	CN_S027825M26705	44.5	0.19017094017094	0.0496894409937888	161	small		NA	161
10509	CN_S027825M231858	CN_S027825	CN_S027825M231858	231858	CN_S027825M231862	23	0.0982905982905983	0.00526315789473684	190	small		NA	190
10510	CN_S027825M231862	CN_S027825	CN_S027825M231862	231862	CN_S027825M231858	23	0.0982905982905983	0.00526315789473684	190	small		NA	190
10511	CN_S027825M248411	CN_S027825	CN_S027825M248411	248411	CN_S027825M26705	41	0.175213675213675	0.0730337078651685	178	large		NA	178
10512	CN_S028184M31983	CN_S028184	CN_S028184M31983	31983	CN_S028184M32446	17.5	0.0747863247863248	0.0146341463414634	205	small		NA	205
10513	CN_S028184M32446	CN_S028184	CN_S028184M32446	32446	CN_S028184M31983	17.5	0.0747863247863248	0.0146341463414634	205	small		NA	205
10514	CN_S028184M42087	CN_S028184	CN_S028184M42087	42087	CN_S028184M32446	17.5	0.0747863247863248	0.0239234449760766	209	small		NA	209
10515	CN_S028208M7922	CN_S028208	CN_S028208M7922	7922	NA	NA	NA	NA	234	single		NA	234
10516	CN_S028299M35591	CN_S028299	CN_S028299M35591	35591	NA	NA	NA	NA	234	single		NA	234
10517	CN_S028317M21958	CN_S028317	CN_S028317M21958	21958	NA	NA	NA	NA	234	single		NA	234
10518	CN_S028343M53453	CN_S028343	CN_S028343M53453	53453	CN_S028343M73513	21	0.0897435897435897	0.0384615384615385	208	small		NA	208
10519	CN_S028343M73513	CN_S028343	CN_S028343M73513	73513	CN_S028343M53453	21	0.0897435897435897	0.0384615384615385	208	small		NA	208
10520	CN_S028365M65605	CN_S028365	CN_S028365M65605	65605	NA	NA	NA	NA	234	single		NA	234
10521	CN_S028459M45549	CN_S028459	CN_S028459M45549	45549	CN_S028459M94009	26.5	0.113247863247863	0.0211640211640212	189	small		NA	189
10522	CN_S028459M45775	CN_S028459	CN_S028459M45775	45775	CN_S028459M94009	20.5	0.0876068376068376	0.0246305418719212	203	small		NA	203
10523	CN_S028459M94009	CN_S028459	CN_S028459M94009	94009	CN_S028459M45775	20.5	0.0876068376068376	0.0246305418719212	203	small		NA	203
10524	CN_S028526M69963	CN_S028526	CN_S028526M69963	69963	NA	NA	NA	NA	234	single		NA	234
10525	CN_S028536M7797	CN_S028536	CN_S028536M7797	7797	NA	NA	NA	NA	234	single		NA	234
10526	CN_S028656M30342	CN_S028656	CN_S028656M30342	30342	NA	NA	NA	NA	234	single		NA	234
10527	CN_S028702M32998	CN_S028702	CN_S028702M32998	32998	NA	NA	NA	NA	234	single		NA	234
10528	CN_S028732M21162	CN_S028732	CN_S028732M21162	21162	CN_S028732M30643	37.5	0.16025641025641	0.0457142857142857	175	small		NA	175
10529	CN_S028732M30643	CN_S028732	CN_S028732M30643	30643	CN_S028732M21162	37.5	0.16025641025641	0.0457142857142857	175	small		NA	175
10530	CN_S028975M40396	CN_S028975	CN_S028975M40396	40396	CN_S028975M99402	33.5	0.143162393162393	0.0486486486486487	185	small		NA	185
10531	CN_S028975M99402	CN_S028975	CN_S028975M99402	99402	CN_S028975M99434	15.5	0.0662393162393162	0	203	quasi-redundent	8981	no	214
10532	CN_S028975M99434	CN_S028975	CN_S028975M99434	99434	CN_S028975M99402	15.5	0.0662393162393162	0	203	chosen	10990	no	214
10533	CN_S028975M99449	CN_S028975	CN_S028975M99449	99449	CN_S028975M99402	15.5	0.0662393162393162	0	203	quasi-redundent	8981	no	214
10534	CN_S028975M100506	CN_S028975	CN_S028975M100506	100506	CN_S028975M100509	18.5	0.0790598290598291	0	197	quasi-redundent	8985	no	197
10535	CN_S028975M100507	CN_S028975	CN_S028975M100507	100507	CN_S028975M100506	23	0.0982905982905983	0.00526315789473684	190	small		NA	190
10536	CN_S028975M100509	CN_S028975	CN_S028975M100509	100509	CN_S028975M100506	18.5	0.0790598290598291	0	197	chosen	10990	no	197
10537	CN_S029015M22279	CN_S029015	CN_S029015M22279	22279	CN_S029015M22285	23	0.0982905982905983	0	188	quasi-redundent	9979	no	188
10538	CN_S029015M22285	CN_S029015	CN_S029015M22285	22285	CN_S029015M22279	23	0.0982905982905983	0	188	chosen	10990	no	188
10539	CN_S029063M906	CN_S029063	CN_S029063M906	906	NA	NA	NA	NA	234	single		NA	234
10540	CN_S029156M57133	CN_S029156	CN_S029156M57133	57133	CN_S029156M143418	33	0.141025641025641	0.0333333333333333	180	small		NA	180
10541	CN_S029156M61330	CN_S029156	CN_S029156M61330	61330	CN_S029156M57133	34.5	0.147435897435897	0.0175438596491228	171	small		NA	171
10542	CN_S029156M143418	CN_S029156	CN_S029156M143418	143418	CN_S029156M57133	33	0.141025641025641	0.0333333333333333	180	small		NA	180
10543	CN_S029245M35879	CN_S029245	CN_S029245M35879	35879	CN_S029245M44923	29.5	0.126068376068376	0.0512820512820513	195	large		NA	195
10544	CN_S029245M44923	CN_S029245	CN_S029245M44923	44923	CN_S029245M35879	29.5	0.126068376068376	0.0512820512820513	195	large		NA	195
10545	CN_S029245M47754	CN_S029245	CN_S029245M47754	47754	CN_S029245M47773	17	0.0726495726495727	0	200	quasi-redundent	8992	no	200
10546	CN_S029245M47773	CN_S029245	CN_S029245M47773	47773	CN_S029245M47754	17	0.0726495726495727	0	200	chosen	10990	no	200
10547	CN_S029280M13926	CN_S029280	CN_S029280M13926	13926	NA	NA	NA	NA	234	single		NA	234
10548	CN_S029299M30881	CN_S029299	CN_S029299M30881	30881	NA	NA	NA	NA	234	single		NA	234
10549	CN_S029366M43043	CN_S029366	CN_S029366M43043	43043	NA	NA	NA	NA	234	single		NA	234
10550	CN_S029523M9978	CN_S029523	CN_S029523M9978	9978	NA	NA	NA	NA	234	single		NA	234
10551	CN_S029724M91198	CN_S029724	CN_S029724M91198	91198	NA	NA	NA	NA	234	single		NA	234
10552	CN_S029750M21823	CN_S029750	CN_S029750M21823	21823	CN_S029750M21858	32.5	0.138888888888889	0	169	quasi-redundent	8994	no	169
10553	CN_S029750M21858	CN_S029750	CN_S029750M21858	21858	CN_S029750M21823	32.5	0.138888888888889	0	169	chosen	10990	no	169
10554	CN_S029750M21877	CN_S029750	CN_S029750M21877	21877	CN_S029750M21823	32.5	0.138888888888889	0	169	quasi-redundent	8994	no	169
10555	CN_S029875M35909	CN_S029875	CN_S029875M35909	35909	NA	NA	NA	NA	234	single		NA	234
10556	CN_S029995M21297	CN_S029995	CN_S029995M21297	21297	CN_S029995M29229	52	0.222222222222222	0.0486111111111111	144	small		NA	144
10557	CN_S029995M29229	CN_S029995	CN_S029995M29229	29229	CN_S029995M21297	52	0.222222222222222	0.0486111111111111	144	small		NA	144
10558	CN_S030002M1383	CN_S030002	CN_S030002M1383	1383	CN_S030002M1385	30.5	0.13034188034188	0	173	chosen	NA	yes	174
10559	CN_S030002M1385	CN_S030002	CN_S030002M1385	1385	CN_S030002M1383	30.5	0.13034188034188	0	173	swaped	8996	yes	173
10560	CN_S030002M1386	CN_S030002	CN_S030002M1386	1386	CN_S030002M1383	30.5	0.13034188034188	0	173	quasi-redundent	8996	yes	173
10561	CN_S030002M1387	CN_S030002	CN_S030002M1387	1387	CN_S030002M1383	30.5	0.13034188034188	0	173	quasi-redundent	8996	yes	173
10562	CN_S030002M1389	CN_S030002	CN_S030002M1389	1389	CN_S030002M1383	32.5	0.138888888888889	0.0115606936416185	173	small		NA	173
10563	CN_S030002M1390	CN_S030002	CN_S030002M1390	1390	CN_S030002M1383	30.5	0.13034188034188	0	173	quasi-redundent	8996	yes	174
10564	CN_S030002M1391	CN_S030002	CN_S030002M1391	1391	CN_S030002M1383	30.5	0.13034188034188	0	173	quasi-redundent	8996	yes	174
10565	CN_S030002M1494	CN_S030002	CN_S030002M1494	1494	CN_S030002M1534	7.5	0.032051282051282	0	219	quasi-redundent	9004	no	221
10566	CN_S030002M1534	CN_S030002	CN_S030002M1534	1534	CN_S030002M1494	7.5	0.032051282051282	0	219	chosen	10990	no	221
10567	CN_S030013M27347	CN_S030013	CN_S030013M27347	27347	CN_S030013M27355	6	0.0256410256410256	0	222	quasi-redundent	9006	no	222
10568	CN_S030013M27355	CN_S030013	CN_S030013M27355	27355	CN_S030013M27347	6	0.0256410256410256	0	222	chosen	10990	no	222
10569	CN_S030013M29363	CN_S030013	CN_S030013M29363	29363	CN_S030013M27347	28.5	0.121794871794872	0.0216216216216216	185	small		NA	185
10570	CN_S030013M31896	CN_S030013	CN_S030013M31896	31896	CN_S030013M27347	19	0.0811965811965812	0.0242718446601942	206	small		NA	206
10571	CN_S030013M42212	CN_S030013	CN_S030013M42212	42212	CN_S030013M27347	27.5	0.117521367521368	0.00552486187845304	181	small		NA	181
10572	CN_S030013M99569	CN_S030013	CN_S030013M99569	99569	CN_S030013M27347	26	0.111111111111111	0.0309278350515464	194	small		NA	194
10573	CN_S030044M30004	CN_S030044	CN_S030044M30004	30004	CN_S030044M30005	30.5	0.13034188034188	0	173	quasi-redundent	9012	no	173
10574	CN_S030044M30005	CN_S030044	CN_S030044M30005	30005	CN_S030044M30004	30.5	0.13034188034188	0	173	chosen	10990	no	173
10575	CN_S030044M30006	CN_S030044	CN_S030044M30006	30006	CN_S030044M30004	30.5	0.13034188034188	0	173	quasi-redundent	9012	no	173
10576	CN_S030044M30013	CN_S030044	CN_S030044M30013	30013	CN_S030044M30004	30.5	0.13034188034188	0	173	quasi-redundent	9012	no	173
10577	CN_S030044M30014	CN_S030044	CN_S030044M30014	30014	CN_S030044M30004	30.5	0.13034188034188	0	173	quasi-redundent	9012	no	173
10578	CN_S030044M30015	CN_S030044	CN_S030044M30015	30015	CN_S030044M30004	30.5	0.13034188034188	0	173	quasi-redundent	9012	no	173
10579	CN_S030044M32012	CN_S030044	CN_S030044M32012	32012	CN_S030044M281944	26.5	0.113247863247863	0.0452261306532663	199	small		NA	199
10580	CN_S030044M184501	CN_S030044	CN_S030044M184501	184501	CN_S030044M278487	47.5	0.202991452991453	0.0628930817610063	159	large		NA	159
10581	CN_S030044M184531	CN_S030044	CN_S030044M184531	184531	CN_S030044M281944	27	0.115384615384615	0.0631067961165049	206	large		NA	206
10582	CN_S030044M229398	CN_S030044	CN_S030044M229398	229398	CN_S030044M32012	32	0.136752136752137	0.0170454545454545	176	small		NA	176
10583	CN_S030044M246301	CN_S030044	CN_S030044M246301	246301	CN_S030044M278487	25.5	0.108974358974359	0.00540540540540541	185	small		NA	185
10584	CN_S030044M278487	CN_S030044	CN_S030044M278487	278487	CN_S030044M246301	25.5	0.108974358974359	0.00540540540540541	185	small		NA	185
10585	CN_S030044M281944	CN_S030044	CN_S030044M281944	281944	CN_S030044M246301	25.5	0.108974358974359	0.0259067357512953	193	small		NA	193
10586	CN_S030044M283006	CN_S030044	CN_S030044M283006	283006	CN_S030044M278487	38	0.162393162393162	0.0240963855421687	166	small		NA	166
10587	CN_S030044M322903	CN_S030044	CN_S030044M322903	322903	CN_S030044M281944	28.5	0.121794871794872	0.0267379679144385	187	small		NA	187
10588	CN_S030045M60350	CN_S030045	CN_S030045M60350	60350	NA	NA	NA	NA	234	single		NA	234
10589	CN_S030156M47303	CN_S030156	CN_S030156M47303	47303	NA	NA	NA	NA	234	single		NA	234
10590	CN_S030165M35706	CN_S030165	CN_S030165M35706	35706	NA	NA	NA	NA	234	single		NA	234
10591	CN_S030198M8169	CN_S030198	CN_S030198M8169	8169	NA	NA	NA	NA	234	single		NA	234
10592	CN_S030429M28420	CN_S030429	CN_S030429M28420	28420	NA	NA	NA	NA	234	single		NA	234
10593	CN_S030602M49720	CN_S030602	CN_S030602M49720	49720	CN_S030602M68390	44	0.188034188034188	0.0379746835443038	158	small		NA	158
10594	CN_S030602M68390	CN_S030602	CN_S030602M68390	68390	CN_S030602M49720	44	0.188034188034188	0.0379746835443038	158	small		NA	158
10595	CN_S030765M49567	CN_S030765	CN_S030765M49567	49567	NA	NA	NA	NA	234	single		NA	234
10596	CN_S030836M53226	CN_S030836	CN_S030836M53226	53226	NA	NA	NA	NA	234	single		NA	234
10597	CN_S030992M2742	CN_S030992	CN_S030992M2742	2742	NA	NA	NA	NA	234	single		NA	234
10598	CN_S031157M10233	CN_S031157	CN_S031157M10233	10233	NA	NA	NA	NA	234	single		NA	234
10599	CN_S031238M61359	CN_S031238	CN_S031238M61359	61359	CN_S031238M123038	33.5	0.143162393162393	0.06282722513089	191	large		NA	191
10600	CN_S031238M123038	CN_S031238	CN_S031238M123038	123038	CN_S031238M61359	33.5	0.143162393162393	0.06282722513089	191	large		NA	191
10601	CN_S031313M49551	CN_S031313	CN_S031313M49551	49551	CN_S031313M156050	15.5	0.0662393162393162	0.027906976744186	215	small		NA	215
10602	CN_S031313M150708	CN_S031313	CN_S031313M150708	150708	CN_S031313M156050	25	0.106837606837607	0.0353535353535354	198	small		NA	198
10603	CN_S031313M156050	CN_S031313	CN_S031313M156050	156050	CN_S031313M49551	15.5	0.0662393162393162	0.027906976744186	215	small		NA	215
10604	CN_S031343M50502	CN_S031343	CN_S031343M50502	50502	CN_S031343M53126	34	0.145299145299145	0.0337078651685393	178	small		NA	178
10605	CN_S031343M53126	CN_S031343	CN_S031343M53126	53126	CN_S031343M50502	34	0.145299145299145	0.0337078651685393	178	small		NA	178
10606	CN_S031528M38553	CN_S031528	CN_S031528M38553	38553	NA	NA	NA	NA	234	single		NA	234
10607	CN_S031586M301503	CN_S031586	CN_S031586M301503	301503	CN_S031586M301512	11	0.047008547008547	0	212	chosen	NA	yes	218
10608	CN_S031586M301512	CN_S031586	CN_S031586M301512	301512	CN_S031586M301503	11	0.047008547008547	0	212	swaped	9988	yes	212
10609	CN_S031632M74073	CN_S031632	CN_S031632M74073	74073	NA	NA	NA	NA	234	single		NA	234
10610	CN_S031659M31163	CN_S031659	CN_S031659M31163	31163	CN_S031659M101281	32	0.136752136752137	0.0170454545454545	176	small		NA	176
10611	CN_S031659M101281	CN_S031659	CN_S031659M101281	101281	CN_S031659M31163	32	0.136752136752137	0.0170454545454545	176	small		NA	176
10612	CN_S031659M101345	CN_S031659	CN_S031659M101345	101345	CN_S031659M101349	35	0.14957264957265	0	164	quasi-redundent	9032	no	164
10613	CN_S031659M101349	CN_S031659	CN_S031659M101349	101349	CN_S031659M101345	35	0.14957264957265	0	164	chosen	10990	no	164
10614	CN_S031690M87869	CN_S031690	CN_S031690M87869	87869	CN_S031690M140442	45.5	0.194444444444444	0.050314465408805	159	large		NA	159
10615	CN_S031690M140442	CN_S031690	CN_S031690M140442	140442	CN_S031690M87869	45.5	0.194444444444444	0.050314465408805	159	large		NA	159
10616	CN_S031809M33021	CN_S031809	CN_S031809M33021	33021	CN_S031809M33022	9.5	0.0405982905982906	0	215	quasi-redundent	9034	no	215
10617	CN_S031809M33022	CN_S031809	CN_S031809M33022	33022	CN_S031809M33021	9.5	0.0405982905982906	0	215	chosen	10990	no	215
